@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_y,supp_esp}

@data
$,w,f,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,x,T,w,$,ajout_y
$,w,f,-,-,-,x,T,w,$,ajout_y
$,w,f,-,-,-,>,x,w,$,ajout_y
$,w,E,-,-,-,n,x,w,$,ajout_y
$,w,E,-,-,-,t,x,w,$,ajout_y
$,w,E,-,-,-,y,x,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,x,l,w,$,ajout_y
$,w,E,-,-,-,x,l,w,$,ajout_y
$,w,E,-,-,-,>,x,w,$,ajout_y
$,w,S,-,-,-,y,t,w,$,ajout_y
$,w,r,-,-,-,n,H,w,$,ajout_y
$,w,r,-,-,-,t,H,w,$,ajout_y
$,w,r,-,-,-,y,H,w,$,ajout_y
$,w,r,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,H,q,w,$,ajout_y
$,w,r,-,-,-,H,q,w,$,ajout_y
$,w,r,-,-,-,>,H,w,$,ajout_y
$,w,r,-,-,-,n,x,w,$,ajout_y
$,w,r,-,-,-,t,x,w,$,ajout_y
$,w,r,-,-,-,y,x,w,$,ajout_y
$,w,r,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,x,s,w,$,ajout_y
$,w,r,-,-,-,x,s,w,$,ajout_y
$,w,r,-,-,-,>,x,w,$,ajout_y
$,w,E,-,-,-,n,q,w,$,ajout_y
$,w,E,-,-,-,t,q,w,$,ajout_y
$,w,E,-,-,-,y,q,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,q,m,w,$,ajout_y
$,w,E,-,-,-,q,m,w,$,ajout_y
$,w,E,-,-,-,>,q,w,$,ajout_y
$,w,t,-,-,-,q,r,w,$,ajout_y
$,w,k,-,-,-,n,D,w,$,ajout_y
$,w,k,-,-,-,t,D,w,$,ajout_y
$,w,k,-,-,-,y,D,w,$,ajout_y
$,w,t,-,-,-,D,H,w,$,ajout_y
$,w,k,-,-,-,D,H,w,$,ajout_y
$,w,k,-,-,-,A,D,w,$,ajout_y
$,w,E,-,-,-,n,m,w,$,ajout_y
$,w,E,-,-,-,t,m,w,$,ajout_y
$,w,E,-,-,-,y,m,w,$,ajout_y
$,w,E,-,-,-,m,n,w,$,ajout_y
$,w,E,-,-,-,A,m,w,$,ajout_y
$,w,q,-,-,-,n,n,w,$,ajout_y
$,w,q,-,-,-,t,n,w,$,ajout_y
$,w,q,-,-,-,y,n,w,$,ajout_y
$,w,t,-,-,-,n,T,w,$,ajout_y
$,w,q,-,-,-,n,T,w,$,ajout_y
$,w,q,-,-,-,A,n,w,$,ajout_y
$,w,l,-,-,-,n,s,w,$,ajout_y
$,w,l,-,-,-,t,s,w,$,ajout_y
$,w,l,-,-,-,y,s,w,$,ajout_y
$,w,t,-,-,-,s,>,w,$,ajout_y
$,w,l,-,-,-,s,>,w,$,ajout_y
$,w,l,-,-,-,A,s,w,$,ajout_y
$,w,H,-,-,-,n,r,w,$,ajout_y
$,w,H,-,-,-,t,r,w,$,ajout_y
$,w,H,-,-,-,y,r,w,$,ajout_y
$,w,t,-,-,-,r,b,w,$,ajout_y
$,w,H,-,-,-,r,b,w,$,ajout_y
$,w,H,-,-,-,A,r,w,$,ajout_y
$,w,H,-,-,-,n,f,w,$,ajout_y
$,w,H,-,-,-,t,f,w,$,ajout_y
$,w,H,-,-,-,y,f,w,$,ajout_y
$,w,t,-,-,-,f,r,w,$,ajout_y
$,w,H,-,-,-,f,r,w,$,ajout_y
$,w,H,-,-,-,A,f,w,$,ajout_y
$,w,q,-,-,-,n,b,w,$,ajout_y
$,w,q,-,-,-,t,b,w,$,ajout_y
$,w,q,-,-,-,y,b,w,$,ajout_y
$,w,t,-,-,-,b,z,w,$,ajout_y
$,w,q,-,-,-,b,z,w,$,ajout_y
$,w,q,-,-,-,A,b,w,$,ajout_y
$,w,r,-,-,-,n,S,w,$,ajout_y
$,w,r,-,-,-,t,S,w,$,ajout_y
$,w,r,-,-,-,y,S,w,$,ajout_y
$,w,t,-,-,-,S,b,w,$,ajout_y
$,w,r,-,-,-,S,b,w,$,ajout_y
$,w,r,-,-,-,A,S,w,$,ajout_y
$,w,r,-,-,-,n,s,w,$,ajout_y
$,w,r,-,-,-,t,s,w,$,ajout_y
$,w,r,-,-,-,y,s,w,$,ajout_y
$,w,t,-,-,-,s,h,w,$,ajout_y
$,w,r,-,-,-,s,h,w,$,ajout_y
$,w,r,-,-,-,A,s,w,$,ajout_y
$,w,E,-,-,-,n,l,w,$,ajout_y
$,w,E,-,-,-,t,l,w,$,ajout_y
$,w,E,-,-,-,y,l,w,$,ajout_y
$,w,t,-,-,-,l,m,w,$,ajout_y
$,w,E,-,-,-,l,m,w,$,ajout_y
$,w,E,-,-,-,A,l,w,$,ajout_y
$,w,q,-,-,-,n,l,w,$,ajout_y
$,w,q,-,-,-,t,l,w,$,ajout_y
$,w,q,-,-,-,y,l,w,$,ajout_y
$,w,t,-,-,-,l,H,w,$,ajout_y
$,w,q,-,-,-,l,H,w,$,ajout_y
$,w,q,-,-,-,A,l,w,$,ajout_y
$,w,E,-,-,-,n,d,w,$,ajout_y
$,w,E,-,-,-,t,d,w,$,ajout_y
$,w,E,-,-,-,y,d,w,$,ajout_y
$,w,t,-,-,-,d,f,w,$,ajout_y
$,w,E,-,-,-,d,f,w,$,ajout_y
$,w,E,-,-,-,A,d,w,$,ajout_y
$,w,H,-,-,-,n,n,w,$,ajout_y
$,w,H,-,-,-,t,n,w,$,ajout_y
$,w,H,-,-,-,y,n,w,$,ajout_y
$,w,t,-,-,-,n,j,w,$,ajout_y
$,w,H,-,-,-,n,j,w,$,ajout_y
$,w,H,-,-,-,A,n,w,$,ajout_y
$,w,H,-,-,-,n,f,w,$,ajout_y
$,w,H,-,-,-,t,f,w,$,ajout_y
$,w,H,-,-,-,y,f,w,$,ajout_y
$,w,t,-,-,-,f,l,w,$,ajout_y
$,w,H,-,-,-,f,l,w,$,ajout_y
$,w,H,-,-,-,A,f,w,$,ajout_y
$,w,E,-,-,-,n,n,w,$,ajout_y
$,w,E,-,-,-,t,n,w,$,ajout_y
$,w,E,-,-,-,y,n,w,$,ajout_y
$,w,t,-,-,-,n,f,w,$,ajout_y
$,w,E,-,-,-,n,f,w,$,ajout_y
$,w,E,-,-,-,A,n,w,$,ajout_y
$,n,-,b,E,w,n,$,w,$,ajout_y
$,t,-,b,E,w,t,$,w,$,ajout_y
$,y,-,b,E,w,y,$,w,$,ajout_y
$,-,-,b,E,t,$,b,w,$,ajout_y
$,-,-,b,E,w,$,b,w,$,ajout_y
$,A,-,b,E,w,A,$,w,$,ajout_y
$,w,H,-,-,-,n,n,w,$,ajout_y
$,w,H,-,-,-,t,n,w,$,ajout_y
$,w,H,-,-,-,y,n,w,$,ajout_y
$,w,t,-,-,-,n,S,w,$,ajout_y
$,w,H,-,-,-,n,S,w,$,ajout_y
$,w,H,-,-,-,A,n,w,$,ajout_y
$,w,H,-,-,-,n,r,w,$,ajout_y
$,w,H,-,-,-,t,r,w,$,ajout_y
$,w,H,-,-,-,y,r,w,$,ajout_y
$,w,t,-,-,-,r,k,w,$,ajout_y
$,w,H,-,-,-,r,k,w,$,ajout_y
$,w,H,-,-,-,A,r,w,$,ajout_y
$,w,H,-,-,-,n,n,w,$,ajout_y
$,w,H,-,-,-,t,n,w,$,ajout_y
$,w,H,-,-,-,y,n,w,$,ajout_y
$,w,t,-,-,-,n,T,w,$,ajout_y
$,w,H,-,-,-,n,T,w,$,ajout_y
$,w,H,-,-,-,A,n,w,$,ajout_y
$,n,-,b,h,w,n,$,w,$,ajout_y
$,t,-,b,h,w,t,$,w,$,ajout_y
$,y,-,b,h,w,y,$,w,$,ajout_y
$,-,-,b,h,t,$,b,w,$,ajout_y
$,-,-,b,h,w,$,b,w,$,ajout_y
$,A,-,b,h,w,A,$,w,$,ajout_y
$,w,E,-,-,-,n,T,w,$,ajout_y
$,w,E,-,-,-,t,T,w,$,ajout_y
$,w,E,-,-,-,y,T,w,$,ajout_y
$,w,t,-,-,-,T,l,w,$,ajout_y
$,w,E,-,-,-,T,l,w,$,ajout_y
$,w,E,-,-,-,A,T,w,$,ajout_y
$,w,q,-,-,-,n,l,w,$,ajout_y
$,w,q,-,-,-,t,l,w,$,ajout_y
$,w,q,-,-,-,y,l,w,$,ajout_y
$,w,t,-,-,-,l,S,w,$,ajout_y
$,w,q,-,-,-,l,S,w,$,ajout_y
$,w,q,-,-,-,A,l,w,$,ajout_y
$,w,v,-,-,-,n,b,w,$,ajout_y
$,w,v,-,-,-,t,b,w,$,ajout_y
$,w,v,-,-,-,y,b,w,$,ajout_y
$,w,v,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,b,E,w,$,ajout_y
$,w,v,-,-,-,b,E,w,$,ajout_y
$,w,v,-,-,-,A,b,w,$,ajout_y
$,w,E,-,-,-,n,b,w,$,ajout_y
$,w,E,-,-,-,t,b,w,$,ajout_y
$,w,E,-,-,-,y,b,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,b,l,w,$,ajout_y
$,w,E,-,-,-,b,l,w,$,ajout_y
$,w,E,-,-,-,A,b,w,$,ajout_y
$,w,E,-,-,-,n,S,w,$,ajout_y
$,w,E,-,-,-,t,S,w,$,ajout_y
$,w,E,-,-,-,y,S,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,S,n,w,$,ajout_y
$,w,E,-,-,-,S,n,w,$,ajout_y
$,w,E,-,-,-,A,S,w,$,ajout_y
$,w,H,-,-,-,n,s,w,$,ajout_y
$,w,H,-,-,-,t,s,w,$,ajout_y
$,w,H,-,-,-,y,s,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,s,r,w,$,ajout_y
$,w,H,-,-,-,s,r,w,$,ajout_y
$,w,H,-,-,-,A,s,w,$,ajout_y
$,w,b,-,-,-,n,D,w,$,ajout_y
$,w,b,-,-,-,t,D,w,$,ajout_y
$,w,b,-,-,-,y,D,w,$,ajout_y
$,w,b,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,D,r,w,$,ajout_y
$,w,b,-,-,-,D,r,w,$,ajout_y
$,w,b,-,-,-,A,D,w,$,ajout_y
$,w,E,-,-,-,n,s,w,$,ajout_y
$,w,E,-,-,-,t,s,w,$,ajout_y
$,w,E,-,-,-,y,s,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,s,m,w,$,ajout_y
$,w,E,-,-,-,s,m,w,$,ajout_y
$,w,E,-,-,-,A,s,w,$,ajout_y
$,n,n,r,w,$,n,n,w,$,ajout_y
$,n,t,r,w,$,t,n,w,$,ajout_y
$,n,y,r,w,$,y,n,w,$,ajout_y
$,n,t,r,w,$,y,t,w,$,ajout_y
$,n,-,r,t,w,n,$,w,$,ajout_y
$,n,-,r,w,$,n,$,w,$,ajout_y
$,n,A,r,w,$,A,n,w,$,ajout_y
$,w,b,-,-,-,n,l,w,$,ajout_y
$,w,b,-,-,-,t,l,w,$,ajout_y
$,w,b,-,-,-,y,l,w,$,ajout_y
$,w,b,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,l,E,w,$,ajout_y
$,w,b,-,-,-,l,E,w,$,ajout_y
$,w,b,-,-,-,A,l,w,$,ajout_y
$,w,q,-,-,-,n,s,w,$,ajout_y
$,w,q,-,-,-,t,s,w,$,ajout_y
$,w,q,-,-,-,y,s,w,$,ajout_y
$,w,q,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,s,r,w,$,ajout_y
$,w,q,-,-,-,s,r,w,$,ajout_y
$,w,q,-,-,-,A,s,w,$,ajout_y
$,w,E,-,-,-,n,T,w,$,ajout_y
$,w,E,-,-,-,t,T,w,$,ajout_y
$,w,E,-,-,-,y,T,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,T,b,w,$,ajout_y
$,w,E,-,-,-,T,b,w,$,ajout_y
$,w,E,-,-,-,A,T,w,$,ajout_y
$,w,h,-,-,-,n,k,w,$,ajout_y
$,w,h,-,-,-,t,k,w,$,ajout_y
$,w,h,-,-,-,y,k,w,$,ajout_y
$,w,h,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,k,r,w,$,ajout_y
$,w,h,-,-,-,k,r,w,$,ajout_y
$,w,h,-,-,-,A,k,w,$,ajout_y
$,w,H,-,-,-,n,*,w,$,ajout_y
$,w,H,-,-,-,t,*,w,$,ajout_y
$,w,H,-,-,-,y,*,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,*,b,w,$,ajout_y
$,w,H,-,-,-,*,b,w,$,ajout_y
$,w,H,-,-,-,A,*,w,$,ajout_y
$,n,-,n,q,w,n,$,w,$,ajout_y
$,t,-,n,q,w,t,$,w,$,ajout_y
$,y,-,n,q,w,y,$,w,$,ajout_y
$,t,y,n,q,w,y,t,w,$,ajout_y
$,-,-,n,q,t,$,n,w,$,ajout_y
$,-,-,n,q,w,$,n,w,$,ajout_y
$,A,-,n,q,w,A,$,w,$,ajout_y
$,w,H,-,-,-,n,m,w,$,ajout_y
$,w,H,-,-,-,t,m,w,$,ajout_y
$,w,H,-,-,-,y,m,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,m,s,w,$,ajout_y
$,w,H,-,-,-,m,s,w,$,ajout_y
$,w,H,-,-,-,A,m,w,$,ajout_y
$,w,g,-,-,-,n,m,w,$,ajout_y
$,w,g,-,-,-,t,m,w,$,ajout_y
$,w,g,-,-,-,y,m,w,$,ajout_y
$,w,g,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,m,D,w,$,ajout_y
$,w,g,-,-,-,m,D,w,$,ajout_y
$,w,g,-,-,-,A,m,w,$,ajout_y
$,w,E,-,-,-,n,j,w,$,ajout_y
$,w,E,-,-,-,t,j,w,$,ajout_y
$,w,E,-,-,-,y,j,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,j,m,w,$,ajout_y
$,w,E,-,-,-,j,m,w,$,ajout_y
$,w,E,-,-,-,A,j,w,$,ajout_y
$,w,H,-,-,-,n,j,w,$,ajout_y
$,w,H,-,-,-,t,j,w,$,ajout_y
$,w,H,-,-,-,y,j,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,j,r,w,$,ajout_y
$,w,H,-,-,-,j,r,w,$,ajout_y
$,w,H,-,-,-,A,j,w,$,ajout_y
$,w,m,-,-,-,n,r,w,$,ajout_y
$,w,m,-,-,-,t,r,w,$,ajout_y
$,w,m,-,-,-,y,r,w,$,ajout_y
$,w,m,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,r,H,w,$,ajout_y
$,w,m,-,-,-,r,H,w,$,ajout_y
$,w,m,-,-,-,A,r,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,q,-,-,-,n,s,w,$,ajout_y
$,w,q,-,-,-,t,s,w,$,ajout_y
$,w,q,-,-,-,y,s,w,$,ajout_y
$,w,q,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,s,b,w,$,ajout_y
$,w,q,-,-,-,s,b,w,$,ajout_y
$,w,q,-,-,-,A,s,w,$,ajout_y
$,w,H,-,-,-,n,f,w,$,ajout_y
$,w,H,-,-,-,t,f,w,$,ajout_y
$,w,H,-,-,-,y,f,w,$,ajout_y
$,w,H,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,f,D,w,$,ajout_y
$,w,H,-,-,-,f,D,w,$,ajout_y
$,w,H,-,-,-,A,f,w,$,ajout_y
$,w,t,-,-,-,z,h,w,$,ajout_y
$,w,t,-,-,-,s,E,w,$,ajout_y
$,w,t,-,-,-,f,D,w,$,ajout_y
$,w,t,-,-,-,H,l,w,$,ajout_y
$,w,t,-,-,-,n,s,w,$,ajout_y
$,w,t,-,-,-,r,D,w,$,ajout_y
$,w,t,-,-,-,l,q,w,$,ajout_y
$,w,t,-,-,-,b,T,w,$,ajout_y
$,w,t,-,-,-,b,d,w,$,ajout_y
$,w,t,-,-,-,b,r,w,$,ajout_y
$,w,f,-,-,-,n,x,w,$,ajout_y
$,w,f,-,-,-,t,x,w,$,ajout_y
$,w,f,-,-,-,y,x,w,$,ajout_y
$,w,t,-,-,-,x,f,w,$,ajout_y
$,w,f,-,-,-,x,A,w,$,ajout_y
$,w,f,-,-,-,x,A,w,$,ajout_y
$,w,*,-,-,-,n,A,w,$,ajout_y
$,w,*,-,-,-,t,A,w,$,ajout_y
$,w,*,-,-,-,y,A,w,$,ajout_y
$,w,*,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,x,*,w,$,ajout_y
$,w,*,-,-,-,x,w,w,$,ajout_y
$,w,l,-,-,-,n,A,w,$,ajout_y
$,w,l,-,-,-,t,A,w,$,ajout_y
$,w,l,-,-,-,y,A,w,$,ajout_y
$,w,l,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,k,l,w,$,ajout_y
$,w,l,-,-,-,k,w,w,$,ajout_y
$,w,t,-,-,-,H,m,w,$,ajout_y
$,w,t,-,-,-,H,k,w,$,ajout_y
$,w,t,-,-,-,E,T,w,$,ajout_y
$,w,t,-,-,-,h,d,w,$,ajout_y
$,w,t,-,-,-,r,m,w,$,ajout_y
$,w,t,-,-,-,x,l,w,$,ajout_y
$,w,t,-,-,-,q,D,w,$,ajout_y
$,w,d,-,-,-,n,z,w,$,ajout_y
$,w,d,-,-,-,t,z,w,$,ajout_y
$,w,d,-,-,-,y,z,w,$,ajout_y
$,w,d,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,z,d,w,$,ajout_y
$,w,d,-,-,-,z,A,w,$,ajout_y
$,w,d,-,-,-,t,z,w,$,ajout_y
$,w,d,-,-,-,z,y,w,$,ajout_y
$,y,E,w,$,-,n,E,w,$,ajout_y
$,y,E,w,$,-,t,E,w,$,ajout_y
$,y,E,w,$,-,y,E,w,$,ajout_y
$,A,E,w,$,-,y,t,w,$,ajout_y
$,E,-,t,w,$,E,$,w,$,ajout_y
$,A,E,w,$,-,E,A,w,$,ajout_y
$,A,E,w,$,-,t,E,w,$,ajout_y
$,y,E,w,$,-,E,y,w,$,ajout_y
$,w,E,-,-,-,n,b,w,$,ajout_y
$,w,E,-,-,-,t,b,w,$,ajout_y
$,w,E,-,-,-,y,b,w,$,ajout_y
$,w,E,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,b,E,w,$,ajout_y
$,w,E,-,-,-,b,A,w,$,ajout_y
$,w,E,-,-,-,t,b,w,$,ajout_y
$,w,E,-,-,-,b,y,w,$,ajout_y
$,w,b,-,-,-,n,j,w,$,ajout_y
$,w,b,-,-,-,t,j,w,$,ajout_y
$,w,b,-,-,-,y,j,w,$,ajout_y
$,w,b,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,j,b,w,$,ajout_y
$,w,b,-,-,-,t,j,w,$,ajout_y
$,w,b,-,-,-,j,y,w,$,ajout_y
$,w,r,-,-,-,n,T,w,$,ajout_y
$,w,r,-,-,-,t,T,w,$,ajout_y
$,w,r,-,-,-,y,T,w,$,ajout_y
$,w,t,-,-,-,T,r,w,$,ajout_y
$,w,r,-,-,-,T,A,w,$,ajout_y
$,w,r,-,-,-,T,y,w,$,ajout_y
$,w,H,-,-,-,n,T,w,$,ajout_y
$,w,H,-,-,-,t,T,w,$,ajout_y
$,w,H,-,-,-,y,T,w,$,ajout_y
$,w,t,-,-,-,T,H,w,$,ajout_y
$,w,H,-,-,-,T,A,w,$,ajout_y
$,w,H,-,-,-,T,y,w,$,ajout_y
$,w,E,-,-,-,n,D,w,$,ajout_y
$,w,E,-,-,-,t,D,w,$,ajout_y
$,w,E,-,-,-,y,D,w,$,ajout_y
$,w,t,-,-,-,D,E,w,$,ajout_y
$,w,E,-,-,-,D,A,w,$,ajout_y
$,w,E,-,-,-,D,y,w,$,ajout_y
$,w,D,-,-,-,n,r,w,$,ajout_y
$,w,D,-,-,-,t,r,w,$,ajout_y
$,w,D,-,-,-,y,r,w,$,ajout_y
$,w,t,-,-,-,r,D,w,$,ajout_y
$,w,D,-,-,-,r,A,w,$,ajout_y
$,w,D,-,-,-,r,y,w,$,ajout_y
$,w,r,-,-,-,n,S,w,$,ajout_y
$,w,r,-,-,-,t,S,w,$,ajout_y
$,w,r,-,-,-,y,S,w,$,ajout_y
$,w,t,-,-,-,S,r,w,$,ajout_y
$,w,r,-,-,-,S,A,w,$,ajout_y
$,w,r,-,-,-,S,y,w,$,ajout_y
$,w,j,-,-,-,n,h,w,$,ajout_y
$,w,j,-,-,-,t,h,w,$,ajout_y
$,w,j,-,-,-,y,h,w,$,ajout_y
$,w,t,-,-,-,h,j,w,$,ajout_y
$,w,j,-,-,-,h,A,w,$,ajout_y
$,w,j,-,-,-,h,y,w,$,ajout_y
$,w,b,-,-,-,n,g,w,$,ajout_y
$,w,b,-,-,-,t,g,w,$,ajout_y
$,w,b,-,-,-,y,g,w,$,ajout_y
$,w,t,-,-,-,g,b,w,$,ajout_y
$,w,b,-,-,-,g,A,w,$,ajout_y
$,w,b,-,-,-,g,y,w,$,ajout_y
$,n,-,y,x,w,n,$,w,$,ajout_y
$,t,-,y,x,w,t,$,w,$,ajout_y
$,y,-,y,x,w,y,$,w,$,ajout_y
$,-,-,x,t,w,$,x,w,$,ajout_y
$,-,-,A,x,w,$,A,w,$,ajout_y
$,-,-,y,x,w,$,y,w,$,ajout_y
$,w,q,-,-,-,n,f,w,$,ajout_y
$,w,q,-,-,-,t,f,w,$,ajout_y
$,w,q,-,-,-,y,f,w,$,ajout_y
$,w,t,-,-,-,f,q,w,$,ajout_y
$,w,q,-,-,-,f,A,w,$,ajout_y
$,w,q,-,-,-,f,y,w,$,ajout_y
$,n,-,y,b,w,n,$,w,$,ajout_y
$,t,-,y,b,w,t,$,w,$,ajout_y
$,y,-,y,b,w,y,$,w,$,ajout_y
$,-,-,b,t,w,$,b,w,$,ajout_y
$,-,-,A,b,w,$,A,w,$,ajout_y
$,-,-,y,b,w,$,y,w,$,ajout_y
$,w,l,-,-,-,n,m,w,$,ajout_y
$,w,l,-,-,-,t,m,w,$,ajout_y
$,w,l,-,-,-,y,m,w,$,ajout_y
$,w,t,-,-,-,m,l,w,$,ajout_y
$,w,l,-,-,-,m,A,w,$,ajout_y
$,w,l,-,-,-,m,y,w,$,ajout_y
$,w,f,-,-,-,n,E,w,$,ajout_y
$,w,f,-,-,-,t,E,w,$,ajout_y
$,w,f,-,-,-,y,E,w,$,ajout_y
$,w,t,-,-,-,E,f,w,$,ajout_y
$,w,f,-,-,-,E,A,w,$,ajout_y
$,w,f,-,-,-,E,y,w,$,ajout_y
$,y,-,y,T,w,y,$,w,$,ajout_y
$,-,-,A,T,w,$,A,w,$,ajout_y
$,w,D,-,-,-,y,f,w,$,ajout_y
$,w,D,-,-,-,f,A,w,$,ajout_y
$,w,H,-,-,-,n,l,w,$,ajout_y
$,w,H,-,-,-,t,l,w,$,ajout_y
$,w,H,-,-,-,y,l,w,$,ajout_y
$,w,t,-,-,-,l,H,w,$,ajout_y
$,w,H,-,-,-,l,H,w,$,ajout_y
$,w,H,-,-,-,l,H,w,$,ajout_y
$,w,d,-,-,-,n,f,w,$,ajout_y
$,w,d,-,-,-,t,f,w,$,ajout_y
$,w,d,-,-,-,y,f,w,$,ajout_y
$,w,t,-,-,-,f,d,w,$,ajout_y
$,w,d,-,-,-,f,d,w,$,ajout_y
$,w,d,-,-,-,f,d,w,$,ajout_y
$,w,s,-,-,-,n,E,w,$,ajout_y
$,w,s,-,-,-,t,E,w,$,ajout_y
$,w,s,-,-,-,y,E,w,$,ajout_y
$,w,t,-,-,-,E,s,w,$,ajout_y
$,w,s,-,-,-,E,s,w,$,ajout_y
$,w,s,-,-,-,E,s,w,$,ajout_y
$,w,b,-,-,-,n,H,w,$,ajout_y
$,w,b,-,-,-,t,H,w,$,ajout_y
$,w,b,-,-,-,y,H,w,$,ajout_y
$,w,t,-,-,-,H,b,w,$,ajout_y
$,w,b,-,-,-,H,b,w,$,ajout_y
$,w,b,-,-,-,H,b,w,$,ajout_y
$,w,s,-,-,-,n,H,w,$,ajout_y
$,w,s,-,-,-,t,H,w,$,ajout_y
$,w,s,-,-,-,y,H,w,$,ajout_y
$,w,t,-,-,-,H,s,w,$,ajout_y
$,w,s,-,-,-,H,s,w,$,ajout_y
$,w,s,-,-,-,H,s,w,$,ajout_y
$,n,-,d,w,$,n,$,w,$,ajout_y
$,t,-,d,w,$,t,$,w,$,ajout_y
$,y,-,d,w,$,y,$,w,$,ajout_y
$,t,y,d,w,$,y,t,w,$,ajout_y
$,-,-,d,y,t,$,d,w,$,ajout_y
$,-,-,d,w,$,$,d,w,$,ajout_y
$,-,-,d,w,$,$,d,w,$,ajout_y
$,w,z,-,-,-,n,h,w,$,ajout_y
$,w,z,-,-,-,t,h,w,$,ajout_y
$,w,z,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,h,z,w,$,ajout_y
$,w,z,-,-,-,h,z,w,$,ajout_y
$,w,z,-,-,-,h,z,w,$,ajout_y
$,w,s,-,-,-,n,m,w,$,ajout_y
$,w,s,-,-,-,t,m,w,$,ajout_y
$,w,s,-,-,-,y,m,w,$,ajout_y
$,w,s,-,-,-,y,t,w,$,ajout_y
$,w,t,-,-,-,m,s,w,$,ajout_y
